mold_id,shape,type,application,length_mm,width_mm,height_thickness_mm,diameter_mm,wall_thickness_mm,volume_liters,surface_area_mm2,cavity_count,injection_points,typical_material,typical_density_kgm3,cycle_time_estimate_s,notes
MOLD-RECT-00121,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",500,500,25,,,6.25,550000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,42.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00122,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",500,500,30,,,7.5,560000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,45.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00123,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",500,500,35,,,8.75,570000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,48.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00124,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",500,500,40,,,10.0,580000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,50.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00125,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",500,500,45,,,11.25,590000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,52.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00126,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",500,500,50,,,12.5,600000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,55.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00127,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",500,600,10,,,3.0,622000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,36.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00128,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",500,600,15,,,4.5,633000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,39.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00129,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",500,600,20,,,6.0,644000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,42.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00130,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",500,600,25,,,7.5,655000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,45.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00131,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",500,600,30,,,9.0,666000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,48.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00132,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",500,600,35,,,10.5,677000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,51.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00133,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",500,600,40,,,12.0,688000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,54.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00134,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",500,600,45,,,13.5,699000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,57.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00135,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",500,600,50,,,15.0,710000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,60.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00136,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",600,200,10,,,1.2,256000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,32.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00137,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",600,200,15,,,1.8,264000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,34.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00138,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",600,200,20,,,2.4,272000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,35.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00139,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",600,200,25,,,3.0,280000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,36.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00140,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,200,30,,,3.6,288000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,37.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00141,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,200,35,,,4.2,296000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,38.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00142,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,200,40,,,4.8,304000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,40.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00143,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,200,45,,,5.4,312000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,41.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00144,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,200,50,,,6.0,320000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,42.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00145,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",600,300,10,,,1.8,378000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,34.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00146,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",600,300,15,,,2.7,387000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,35.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00147,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",600,300,20,,,3.6,396000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,37.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00148,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",600,300,25,,,4.5,405000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,39.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00149,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,300,30,,,5.4,414000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,41.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00150,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,300,35,,,6.3,423000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,43.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00151,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,300,40,,,7.2,432000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,44.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00152,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,300,45,,,8.1,441000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,46.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00153,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,300,50,,,9.0,450000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,48.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00154,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",600,400,10,,,2.4,500000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,35.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00155,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",600,400,15,,,3.6,510000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,37.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00156,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",600,400,20,,,4.8,520000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,40.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00157,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",600,400,25,,,6.0,530000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,42.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00158,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,400,30,,,7.2,540000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,44.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00159,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,400,35,,,8.4,550000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,47.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00160,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,400,40,,,9.6,560000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,49.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00161,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,400,45,,,10.8,570000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,52.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00162,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,400,50,,,12.0,580000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,54.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00163,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",600,500,10,,,3.0,622000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,36.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00164,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",600,500,15,,,4.5,633000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,39.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00165,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",600,500,20,,,6.0,644000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,42.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00166,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",600,500,25,,,7.5,655000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,45.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00167,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,500,30,,,9.0,666000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,48.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00168,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,500,35,,,10.5,677000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,51.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00169,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,500,40,,,12.0,688000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,54.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00170,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,500,45,,,13.5,699000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,57.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00171,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,500,50,,,15.0,710000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,60.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00172,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",600,600,10,,,3.6,744000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,37.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00173,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",600,600,15,,,5.4,756000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,41.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00174,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",600,600,20,,,7.2,768000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,44.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00175,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",600,600,25,,,9.0,780000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,48.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00176,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,600,30,,,10.8,792000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,52.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00177,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,600,35,,,12.6,804000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,55.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00178,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,600,40,,,14.4,816000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,59.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00179,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,600,45,,,16.2,828000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,62.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00180,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",600,600,50,,,18.0,840000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,66.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00181,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",700,200,10,,,1.4,298000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,33.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00182,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",700,200,15,,,2.1,307000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,34.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00183,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",700,200,20,,,2.8,316000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,36.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00184,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",700,200,25,,,3.5,325000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,37.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00185,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,200,30,,,4.2,334000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,38.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00186,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,200,35,,,4.9,343000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,40.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00187,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,200,40,,,5.6,352000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,41.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00188,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,200,45,,,6.3,361000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,43.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00189,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,200,50,,,7.0,370000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,44.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00190,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",700,300,10,,,2.1,440000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,34.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00191,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",700,300,15,,,3.15,450000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,36.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00192,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",700,300,20,,,4.2,460000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,38.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00193,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",700,300,25,,,5.25,470000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,40.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00194,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,300,30,,,6.3,480000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,43.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00195,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,300,35,,,7.35,490000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,45.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00196,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,300,40,,,8.4,500000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,47.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00197,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,300,45,,,9.45,510000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,49.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00198,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,300,50,,,10.5,520000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,51.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00199,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",700,400,10,,,2.8,582000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,36.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00200,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",700,400,15,,,4.2,593000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,38.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00201,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",700,400,20,,,5.6,604000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,41.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00202,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",700,400,25,,,7.0,615000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,44.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00203,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,400,30,,,8.4,626000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,47.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00204,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,400,35,,,9.8,637000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,50.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00205,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,400,40,,,11.2,648000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,52.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00206,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,400,45,,,12.6,659000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,55.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00207,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,400,50,,,14.0,670000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,58.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00208,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",700,500,10,,,3.5,724000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,37.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00209,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",700,500,15,,,5.25,736000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,40.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00210,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",700,500,20,,,7.0,748000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,44.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00211,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",700,500,25,,,8.75,760000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,48.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00212,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,500,30,,,10.5,772000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,51.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00213,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,500,35,,,12.25,784000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,54.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00214,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,500,40,,,14.0,796000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,58.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00215,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,500,45,,,15.75,808000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,62.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00216,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,500,50,,,17.5,820000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,65.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00217,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",700,600,10,,,4.2,866000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,38.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00218,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",700,600,15,,,6.3,879000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,43.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00219,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",700,600,20,,,8.4,892000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,47.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00220,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",700,600,25,,,10.5,905000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,51.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00221,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,600,30,,,12.6,918000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,55.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00222,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,600,35,,,14.7,931000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,59.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00223,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,600,40,,,16.8,944000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,64.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00224,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,600,45,,,18.9,957000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,68.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00225,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",700,600,50,,,21.0,970000,1,2,"Ecofoam Standard, Ecomate Spray EC",40,72.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00226,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",800,200,10,,,1.6,340000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,33.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00227,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",800,200,15,,,2.4,350000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,35.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00228,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",800,200,20,,,3.2,360000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,36.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00229,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",800,200,25,,,4.0,370000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,38.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00230,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,200,30,,,4.8,380000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,40.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00231,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,200,35,,,5.6,390000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,41.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00232,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,200,40,,,6.4,400000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,43.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00233,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,200,45,,,7.2,410000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,44.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00234,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,200,50,,,8.0,420000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,46.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00235,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",800,300,10,,,2.4,502000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,35.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00236,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",800,300,15,,,3.6,513000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,37.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00237,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",800,300,20,,,4.8,524000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,40.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00238,Rectangular,Small Panel,"Appliance Door Core, Light Insulation",800,300,25,,,6.0,535000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,42.0,"Small Panel for Appliance Door Core, Light Insulation"
MOLD-RECT-00239,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,300,30,,,7.2,546000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,44.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00240,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,300,35,,,8.4,557000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,47.0,"Small Panel for Refrigerator Panel, Medium Insulation"
MOLD-RECT-00241,Rectangular,Small Panel,"Refrigerator Panel, Medium Insulation",800,300,40,,,9.6,568000,1,1,"Ecofoam Standard, Ecomate Spray EC",40,49.0,"Small Panel for Refrigerator Panel, Medium Insulation"
