pipe_id,inner_diameter_mm,outer_diameter_mm,wall_thickness_mm,length_mm,cross_section_area_mm2,volume_liters,size_class,length_class,recommended_max_pressure_bar,material,surface_roughness_um,temperature_rating_c,notes
PIPE-00726,12,15.0,1.5,260,113.1,0.0294,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00727,12,15.0,1.5,270,113.1,0.0305,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00728,12,15.0,1.5,280,113.1,0.0317,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00729,12,15.0,1.5,290,113.1,0.0328,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00730,12,15.0,1.5,300,113.1,0.0339,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00731,12,15.0,1.5,310,113.1,0.0351,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00732,12,15.0,1.5,320,113.1,0.0362,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00733,12,15.0,1.5,330,113.1,0.0373,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00734,12,15.0,1.5,340,113.1,0.0385,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00735,12,15.0,1.5,350,113.1,0.0396,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00736,12,15.0,1.5,360,113.1,0.0407,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00737,12,15.0,1.5,370,113.1,0.0418,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00738,12,15.0,1.5,380,113.1,0.043,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00739,12,15.0,1.5,390,113.1,0.0441,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00740,12,15.0,1.5,400,113.1,0.0452,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00741,12,15.0,1.5,410,113.1,0.0464,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00742,12,15.0,1.5,420,113.1,0.0475,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00743,12,15.0,1.5,430,113.1,0.0486,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00744,12,15.0,1.5,440,113.1,0.0498,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00745,12,15.0,1.5,450,113.1,0.0509,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00746,12,15.0,1.5,460,113.1,0.052,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00747,12,15.0,1.5,470,113.1,0.0532,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00748,12,15.0,1.5,480,113.1,0.0543,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00749,12,15.0,1.5,490,113.1,0.0554,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00750,12,15.0,1.5,500,113.1,0.0565,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00751,12,15.0,1.5,500,113.1,0.0565,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00752,12,15.0,1.5,525,113.1,0.0594,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00753,12,15.0,1.5,550,113.1,0.0622,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00754,12,15.0,1.5,575,113.1,0.065,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00755,12,15.0,1.5,600,113.1,0.0679,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00756,12,15.0,1.5,625,113.1,0.0707,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00757,12,15.0,1.5,650,113.1,0.0735,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00758,12,15.0,1.5,675,113.1,0.0763,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00759,12,15.0,1.5,700,113.1,0.0792,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00760,12,15.0,1.5,725,113.1,0.082,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00761,12,15.0,1.5,750,113.1,0.0848,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00762,12,15.0,1.5,775,113.1,0.0877,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00763,12,15.0,1.5,800,113.1,0.0905,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00764,12,15.0,1.5,825,113.1,0.0933,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00765,12,15.0,1.5,850,113.1,0.0961,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00766,12,15.0,1.5,875,113.1,0.099,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00767,12,15.0,1.5,900,113.1,0.1018,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00768,12,15.0,1.5,925,113.1,0.1046,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00769,12,15.0,1.5,950,113.1,0.1074,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00770,12,15.0,1.5,975,113.1,0.1103,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00771,12,15.0,1.5,1000,113.1,0.1131,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00772,12,15.0,1.5,1000,113.1,0.1131,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00773,12,15.0,1.5,1050,113.1,0.1188,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00774,12,15.0,1.5,1100,113.1,0.1244,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00775,12,15.0,1.5,1150,113.1,0.1301,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00776,12,15.0,1.5,1200,113.1,0.1357,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00777,12,15.0,1.5,1250,113.1,0.1414,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00778,12,15.0,1.5,1300,113.1,0.147,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00779,12,15.0,1.5,1350,113.1,0.1527,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00780,12,15.0,1.5,1400,113.1,0.1583,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00781,12,15.0,1.5,1450,113.1,0.164,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00782,12,15.0,1.5,1500,113.1,0.1696,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00783,12,15.0,1.5,1550,113.1,0.1753,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00784,12,15.0,1.5,1600,113.1,0.181,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00785,12,15.0,1.5,1650,113.1,0.1866,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00786,12,15.0,1.5,1700,113.1,0.1923,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00787,12,15.0,1.5,1750,113.1,0.1979,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00788,12,15.0,1.5,1800,113.1,0.2036,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00789,12,15.0,1.5,1850,113.1,0.2092,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00790,12,15.0,1.5,1900,113.1,0.2149,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00791,12,15.0,1.5,1950,113.1,0.2205,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00792,12,15.0,1.5,2000,113.1,0.2262,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00793,13,16.0,1.5,50,132.73,0.0066,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00794,13,16.0,1.5,60,132.73,0.008,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00795,13,16.0,1.5,70,132.73,0.0093,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00796,13,16.0,1.5,80,132.73,0.0106,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00797,13,16.0,1.5,90,132.73,0.0119,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00798,13,16.0,1.5,100,132.73,0.0133,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00799,13,16.0,1.5,110,132.73,0.0146,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00800,13,16.0,1.5,120,132.73,0.0159,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00801,13,16.0,1.5,130,132.73,0.0173,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00802,13,16.0,1.5,140,132.73,0.0186,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00803,13,16.0,1.5,150,132.73,0.0199,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00804,13,16.0,1.5,160,132.73,0.0212,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00805,13,16.0,1.5,170,132.73,0.0226,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00806,13,16.0,1.5,180,132.73,0.0239,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00807,13,16.0,1.5,190,132.73,0.0252,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00808,13,16.0,1.5,200,132.73,0.0265,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00809,13,16.0,1.5,210,132.73,0.0279,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00810,13,16.0,1.5,220,132.73,0.0292,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00811,13,16.0,1.5,230,132.73,0.0305,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00812,13,16.0,1.5,240,132.73,0.0319,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00813,13,16.0,1.5,250,132.73,0.0332,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00814,13,16.0,1.5,260,132.73,0.0345,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00815,13,16.0,1.5,270,132.73,0.0358,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00816,13,16.0,1.5,280,132.73,0.0372,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00817,13,16.0,1.5,290,132.73,0.0385,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00818,13,16.0,1.5,300,132.73,0.0398,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00819,13,16.0,1.5,310,132.73,0.0411,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00820,13,16.0,1.5,320,132.73,0.0425,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00821,13,16.0,1.5,330,132.73,0.0438,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00822,13,16.0,1.5,340,132.73,0.0451,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00823,13,16.0,1.5,350,132.73,0.0465,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00824,13,16.0,1.5,360,132.73,0.0478,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00825,13,16.0,1.5,370,132.73,0.0491,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00826,13,16.0,1.5,380,132.73,0.0504,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00827,13,16.0,1.5,390,132.73,0.0518,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00828,13,16.0,1.5,400,132.73,0.0531,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00829,13,16.0,1.5,410,132.73,0.0544,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00830,13,16.0,1.5,420,132.73,0.0557,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00831,13,16.0,1.5,430,132.73,0.0571,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00832,13,16.0,1.5,440,132.73,0.0584,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00833,13,16.0,1.5,450,132.73,0.0597,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00834,13,16.0,1.5,460,132.73,0.0611,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00835,13,16.0,1.5,470,132.73,0.0624,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00836,13,16.0,1.5,480,132.73,0.0637,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00837,13,16.0,1.5,490,132.73,0.065,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00838,13,16.0,1.5,500,132.73,0.0664,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00839,13,16.0,1.5,500,132.73,0.0664,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00840,13,16.0,1.5,525,132.73,0.0697,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00841,13,16.0,1.5,550,132.73,0.073,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00842,13,16.0,1.5,575,132.73,0.0763,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00843,13,16.0,1.5,600,132.73,0.0796,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00844,13,16.0,1.5,625,132.73,0.083,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00845,13,16.0,1.5,650,132.73,0.0863,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00846,13,16.0,1.5,675,132.73,0.0896,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00847,13,16.0,1.5,700,132.73,0.0929,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00848,13,16.0,1.5,725,132.73,0.0962,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00849,13,16.0,1.5,750,132.73,0.0995,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00850,13,16.0,1.5,775,132.73,0.1029,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00851,13,16.0,1.5,800,132.73,0.1062,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00852,13,16.0,1.5,825,132.73,0.1095,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00853,13,16.0,1.5,850,132.73,0.1128,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00854,13,16.0,1.5,875,132.73,0.1161,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00855,13,16.0,1.5,900,132.73,0.1195,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00856,13,16.0,1.5,925,132.73,0.1228,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00857,13,16.0,1.5,950,132.73,0.1261,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00858,13,16.0,1.5,975,132.73,0.1294,Medium,Long,10.0,Stainless Steel 316L,0.8,150,Medium Long pipe for PU injection
PIPE-00859,13,16.0,1.5,1000,132.73,0.1327,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00860,13,16.0,1.5,1000,132.73,0.1327,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00861,13,16.0,1.5,1050,132.73,0.1394,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00862,13,16.0,1.5,1100,132.73,0.146,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00863,13,16.0,1.5,1150,132.73,0.1526,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00864,13,16.0,1.5,1200,132.73,0.1593,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00865,13,16.0,1.5,1250,132.73,0.1659,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00866,13,16.0,1.5,1300,132.73,0.1726,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00867,13,16.0,1.5,1350,132.73,0.1792,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00868,13,16.0,1.5,1400,132.73,0.1858,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00869,13,16.0,1.5,1450,132.73,0.1925,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00870,13,16.0,1.5,1500,132.73,0.1991,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00871,13,16.0,1.5,1550,132.73,0.2057,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00872,13,16.0,1.5,1600,132.73,0.2124,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00873,13,16.0,1.5,1650,132.73,0.219,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00874,13,16.0,1.5,1700,132.73,0.2256,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00875,13,16.0,1.5,1750,132.73,0.2323,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00876,13,16.0,1.5,1800,132.73,0.2389,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00877,13,16.0,1.5,1850,132.73,0.2456,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00878,13,16.0,1.5,1900,132.73,0.2522,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00879,13,16.0,1.5,1950,132.73,0.2588,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00880,13,16.0,1.5,2000,132.73,0.2655,Medium,Extra Long,10.0,Stainless Steel 316L,0.8,150,Medium Extra Long pipe for PU injection
PIPE-00881,14,17.0,1.5,50,153.94,0.0077,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00882,14,17.0,1.5,60,153.94,0.0092,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00883,14,17.0,1.5,70,153.94,0.0108,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00884,14,17.0,1.5,80,153.94,0.0123,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00885,14,17.0,1.5,90,153.94,0.0139,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00886,14,17.0,1.5,100,153.94,0.0154,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00887,14,17.0,1.5,110,153.94,0.0169,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00888,14,17.0,1.5,120,153.94,0.0185,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00889,14,17.0,1.5,130,153.94,0.02,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00890,14,17.0,1.5,140,153.94,0.0216,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00891,14,17.0,1.5,150,153.94,0.0231,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00892,14,17.0,1.5,160,153.94,0.0246,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00893,14,17.0,1.5,170,153.94,0.0262,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00894,14,17.0,1.5,180,153.94,0.0277,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00895,14,17.0,1.5,190,153.94,0.0292,Medium,Short,10.0,Stainless Steel 316L,0.8,150,Medium Short pipe for PU injection
PIPE-00896,14,17.0,1.5,200,153.94,0.0308,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00897,14,17.0,1.5,210,153.94,0.0323,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00898,14,17.0,1.5,220,153.94,0.0339,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00899,14,17.0,1.5,230,153.94,0.0354,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00900,14,17.0,1.5,240,153.94,0.0369,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00901,14,17.0,1.5,250,153.94,0.0385,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00902,14,17.0,1.5,260,153.94,0.04,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00903,14,17.0,1.5,270,153.94,0.0416,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00904,14,17.0,1.5,280,153.94,0.0431,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00905,14,17.0,1.5,290,153.94,0.0446,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00906,14,17.0,1.5,300,153.94,0.0462,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00907,14,17.0,1.5,310,153.94,0.0477,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00908,14,17.0,1.5,320,153.94,0.0493,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00909,14,17.0,1.5,330,153.94,0.0508,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00910,14,17.0,1.5,340,153.94,0.0523,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00911,14,17.0,1.5,350,153.94,0.0539,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00912,14,17.0,1.5,360,153.94,0.0554,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00913,14,17.0,1.5,370,153.94,0.057,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
PIPE-00914,14,17.0,1.5,380,153.94,0.0585,Medium,Medium,10.0,Stainless Steel 316L,0.8,150,Medium Medium pipe for PU injection
